python-poetry-plugin-export 1.8.0-1
python-psutil 6.1.0-1
python-ptyprocess 0.7.0-6
python-pycparser 2.22-2
python-pynvim 0.5.1-1
python-pyproject-hooks 1.2.0-1
python-pytest 1:8.3.3-1
python-pywal 3.3.0-9
python-pywalfox 2.7.4-1
python-pywayland 0.4.18-1
python-rapidfuzz 3.6.2-3
python-referencing 0.35.1-1
python-requests 2.32.3-1
python-requests-toolbelt 1.0.0-2
python-rpds-py 0.19.0-1
python-secretstorage 3.3.3-5
python-setproctitle 1.3.3-2
python-setuptools 1:69.5.1-1
python-setuptools-scm 8.1.0-1
python-shellingham 1.5.4-2
python-shtab 1.7.1-2
python-six 1.16.0-9
python-soupsieve 2.6-1
python-termcolor 2.4.0-2
python-tomli 2.0.1-4
python-tomlkit 0.13.2-1
python-tqdm 4.66.6-1
python-trove-classifiers 2024.10.21.16-1
python-typing_extensions 4.12.2-1
python-urllib3 1.26.20-1
python-validate-pyproject 0.22-1
python-virtualenv 20.26.2-1
python-webencodings 0.5.1-11
python-wheel 0.44.0-2
python-xmltodict 0.13.0-4
python-yaml 6.0.2-1
python-zipp 3.19.2-1
qca-qt6 2.3.9-3
qcoro 0.11.0-1
qcustomplot 2.1.1-1
qhexedit2 0.8.9-2
qpdf 11.9.1-1
qqc2-breeze-style 6.2.3-1
qqc2-desktop-style 6.7.0-1
qrencode 4.1.1-3
qscintilla-qt5 2.14.1-3
qt5-base 5.15.15+kde+r140-1
qt5-declarative 5.15.15+kde+r25-1
qt5-graphicaleffects 5.15.15-1
qt5-imageformats 5.15.15+kde+r4-1
qt5-quickcontrols 5.15.15-1
qt5-quickcontrols2 5.15.15+kde+r5-1
qt5-svg 5.15.15+kde+r5-1
qt5-translations 5.15.15-1
qt5-wayland 5.15.15+kde+r60-1
qt5-x11extras 5.15.15-1
qt5ct 1.8-2
qt6-5compat 6.8.0-1
qt6-base 6.8.0-1
qt6-declarative 6.8.0-4
qt6-multimedia 6.8.0-1
qt6-multimedia-ffmpeg 6.8.0-1
qt6-positioning 6.8.0-1
qt6-sensors 6.8.0-1
qt6-shadertools 6.8.0-1
qt6-speech 6.8.0-1
qt6-svg 6.8.0-1
qt6-tools 6.8.0-1
qt6-translations 6.8.0-1
qt6-virtualkeyboard 6.8.0-1
qt6-wayland 6.8.0-1
qt6-webchannel 6.8.0-1
qt6-webengine 6.8.0-7
qt6-websockets 6.8.0-1
qt6ct 0.9-11
rate-mirrors-bin 0.18.0-1
rate-mirrors-bin-debug 0.18.0-1
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
reflector 2023-2
restic 0.17.1-1
rhash 1.4.4-1
ripgrep 14.1.1-1
rofi-wayland 1.7.5+wayland3-2
rsync 3.3.0-2
rtkit 0.13-3
rubberband 3.3.0-2
ruby 3.3.5-2
rubygems 3.5.16-1
run-parts 5.17-1
rust 1:1.82.0-2
sassc 3.6.2-5
sbc 2.0-2
scdoc 1.11.3-1
sdbus-cpp 2.0.0-1
sddm 0.21.0-4
sdl2 2.30.9-1
seatd 0.9.0-1
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
shaderc 2024.2-1
shadow 4.16.0-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.08.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slang 2.3.3-3
slurp 1.5.0-1
smbclient 2:4.21.1-1
smile 2.9.5-1
snap-pac 3.0.1-3
snap-pac-grub 2.0.3-2
snapper 0.11.2-1
snappy 1.2.1-2
sndio 1.10.0-1
solid 6.7.0-1
sonnet 6.7.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-13
spdlog 1.14.1-3
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 2024.2-1
spotify 1:1.2.48.405-1
sqlcipher 4.6.0-1
sqlite 3.46.1-1
sqlitebrowser 3.12.2-4
sratom 0.6.16-1
srt 1.5.3-2
st-luke-git 0.8.5.r1391.36d225d-1
st-luke-git-debug 0.8.5.r1391.36d225d-1
starship 1.21.1-1
startup-notification 0.12-8
stfl 0.24-6
stow 2.4.1-1
sudo 1.9.16-1
svt-av1 2.2.1-1
swappy 1.5.1-2
swaync 0.10.1-3
switcheroo-control 2.6-4
swww 0.9.5-2
syndication 6.7.0-1
syntax-highlighting 6.7.0-1
systemd 256.7-1
systemd-libs 256.7-1
systemd-sysvcompat 256.7-1
taglib 2.0.2-1
talloc 2.4.2-3
tar 1.35-2
tcc 0.9.27.r1151.gb8b6a5fd-1
tcl 8.6.14-4
tdb 1.4.12-1
tecla 47.0-1
terminus-font 4.49.1-7
tesseract 5.4.1-1
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.16.1-3
texinfo 7.1.1-1
timeshift 24.06.3-1
tinysparql 3.8.0-1
tinyxml2 10.0.0-1
tldr 3.3.0-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-1
tree 2.1.3-1
tree-sitter 0.24.3-1
tree-sitter-c 0.23.1-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
trizen 1:1.68-1
tslib 1.23-1
ttf-cascadia-code 2404.23-1
ttf-fira-code 6.2-2
ttf-fira-sans 1:4.301-2
ttf-firacode-nerd 3.2.1-2
ttf-font-awesome 6.6.0-1
ttf-gabarito-git v1.000.r8.g1f3fb39-1
ttf-hack 3.003-7
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.2.1-2
ttf-liberation-mono-nerd 3.2.1-2
ttf-maple-beta 7.0_beta29-1
ttf-material-symbols-variable-git 4.0.0.r119.gc51274e9-1
ttf-nerd-fonts-symbols 3.2.1-1
ttf-nerd-fonts-symbols-common 3.2.1-1
ttf-nerd-fonts-symbols-mono 3.2.1-1
ttf-readex-pro 1.204-2
ttf-space-mono-nerd 3.2.1-2
ttf-terminus-nerd 3.2.1-2
ttf-ubuntu-mono-nerd 3.2.1-2
tumbler 4.18.2-3
typescript 5.6.3-1
tzdata 2024b-2
uchardet 0.0.8-3
udiskie 2.5.3-1
udisks2 2.10.1-5
unibilium 2.1.1-2
unzip 6.0-21
upower 1.90.6-1
uthash 2.3.0-2
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.28.1-1
vapoursynth R70-1
vid.stab 1.1.1-2
vifm 0.13-3
vim 9.1.0785-1
vim-runtime 9.1.0785-1
vlc 3.0.21-6
vmaf 3.0.0-1
volume_key 0.3.12-9
vte-common 0.78.1-1
vte3 0.78.1-1
vulkan-headers 1:1.3.295-1
vulkan-icd-loader 1.3.295-1
vulkan-intel 1:24.2.6-1
vulkan-tools 1.3.269-1
vulkan-validation-layers 1.3.290-2
waybar 0.11.0-3
waybar-module-pacman-updates-git 0.2.7-1
waybar-module-pacman-updates-git-debug 0.2.7-1
wayland 1.23.1-1
wayland-protocols 1.38-1
waypaper 2.3-1
wayshot 1.3.1-2
wayshot-debug 1.3.1-2
webkit2gtk-4.1 2.46.3-1
webkitgtk-6.0 2.46.3-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-1 1.3-3
wf-recorder 0.5.0-1
wget 1.24.5-3
which 2.21-6
wipe 2.3.1-5
wireplumber 0.5.6-1
wl-clipboard 1:2.2.1-2
wlogout 1.2.2-0
wlroots 0.18.1-1
wlroots0.17 0.17.4-3
woff2 1.0.2-5
wofi 1.4.1-1
wpa_supplicant 2:2.11-2
x264 3:0.164.r3108.31e19f9-2
x265 3.6-1
xapp 2.8.5-1
xarchiver 0.5.4.23-1
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-5
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-1
xdg-desktop-portal-cosmic 1.0.0.alpha.3-1
xdg-desktop-portal-gnome 47.1-2
xdg-desktop-portal-gtk 1.15.1-2
xdg-desktop-portal-hyprland-git 1.3.6.r1.gfb9c8d66-2
xdg-desktop-portal-hyprland-git-debug 1.3.6.r1.gfb9c8d66-2
xdg-desktop-portal-kde 6.2.3-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.11-3
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xfconf 4.18.3-3
xkeyboard-config 2.43-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.14-1
xorg-server-common 21.1.14-1
xorg-server-devel 21.1.14-1
xorg-setxkbmap 1.3.4-2
xorg-util-macros 1.20.1-1
xorg-xauth 1.1.3-1
xorg-xdpyinfo 1.3.4-2
xorg-xinit 1.4.2-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xlsfonts 1.0.8-1
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-2
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xwayland 24.1.4-1
xorgproto 2024.1-2
xsel 1.2.1-2
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.3-1
yad 14.1-2
yajl 2.1.0-6
yay 12.4.2-1
yay-debug 12.4.2-1
yazi 0.3.3-1
ydotool 1.0.4-2
yq 3.4.3-1
yyjson 0.10.0-1
zathura 0.5.8-1
zathura-pdf-poppler 0.3.3-1
zed 0.159.10-1
zeromq 4.3.5-2
zig 0.13.0-1
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zoxide 0.9.6-1
zsh 5.9-5
zsh-completions 0.35.0-2
zstd 1.5.6-1
zxing-cpp 2.2.1-1
